Gene	Ctrl1	Ctrl2	Ctrl3	Ctrl4	Ctrl5	Ctrl6	Ctrl7	Ctrl8	Ctrl9	Ctrl10	Ctrl11	Ctrl12	Ctrl13	Ctrl14	Ctrl15	Ctrl16	Ctrl17	Ctrl18	Ctrl19	Ctrl20	Ctrl21	Ctrl22	Ctrl23	Ctrl24	Ctrl25	Ctrl26	Ctrl27	A01	A02	Lag10	Lag12	Lag14	Lag21	Lag28	Lag30	Lag32	Lag35	Lag40	Lag43	Lag63	Lag65	Lag66	Lag69	Lag71	Lag72	Lag75	Lag78	Lag79	Lag81	Lag84	Lag85	Lag87	Lag89	Lag91
TSP1	11.0362	10.8455	10.1033	11.1737	8.67948	10.8842	10.8918	9.07682	11.0293	11.8688	10.7566	11.2467	12.7607	11.3276	11.5934	11.4357	11.1357	10.8765	10.4094	10.0901	12.0154	10.6528	10.6795	11.4717	10.1548	9.36632	10.5216	10.8842	12.183	11.8572	11.6707	12.2732	12.7586	10.5314	12.1066	10.3443	10.7895	11.3049	11.7228	10.5411	11.8765	12.7895	12.043	10.6165	11.8803	11.7649	11.3332	8.85487	12.1706	11.1033	11.4919	9.94105	11.5507	8.92184
PIGR	16.8727	19.1002	18.624	19.2232	18.4736	18.4656	18.6835	17.7923	19.4004	19.1531	19.1079	18.4496	18.7106	18.9545	19.417	18.2967	18.3452	19.197	19.0102	18.8545	19.4149	18.6662	18.7923	18.5878	18.6276	18.5049	19.0399	18.562	19.343	19.0795	18.7373	19.7307	19.5545	18.3101	19.3189	18.4211	17.4893	19.113	18.5432	18.624	19.1704	19.6024	19.2832	18.5657	19.4067	19.0319	19.1206	19.624	19.4087	18.6453	19.3752	18.7602	19.4696	18.7892
PLSL	8.5157	9.74987	7.12928	8.57743	6.90055	11.8218	13.1658	11.4868	10.8376	10.8057	8.91588	13.5981	13.0241	7.96578	12.5746	13.1938	8.41363	8.90087	8.47978	6.10915	11.5699	7.66534	7.2384	6.89482	7.62936	6.47594	7.90087	13.3718	10.6073	13.2718	12.7356	15.2137	12.4173	8.71768	10.0634	7.49185	7.55459	11.6926	8.91886	7.11894	12.6439	13.7099	12.2107	9.89178	8.68299	10.973	13.1341	12.2906	12.5362	5.21147	9.43463	8.37504	10.4305	10.1163
SPB10	9.01123	9.82814	9.23122	7.46656	5.67277	10.5887	9.96578	9.95128	8.18488	8.67243	9.19476	10.1548	8.07682	8.53528	7.64386	9.29002	9.89178	9.56415	10.0498	7.5157	8.99435	9.59991	9.76155	10.2167	6.72792	8.47167	7.15637	10.5603	9.52552	9.48985	6.9683	10.7228	7.53138	9.12928	8.00562	5.98698	11.0014	6.80301	7.05778	9.59246	9.76653	8.75822	8.02791	8.87652	6.70044	7.36632	9.51175	7.33025	7.42626	6.95448	7.33092	7.82655	5.95381	6.38322
ML12A	6.93231	6.34163	7	7.21701	5.95138	9.35094	10.388	7.6865	8.26209	9.87652	8.44294	11.1033	12.183	6.85798	10.6257	9.65642	6.78136	7.49985	7.07682	7.87036	9.43045	6.28725	7.09899	7.53916	4.86654	5.82441	9.68299	9.77808	11.0362	8.92184	10.3554	12.1706	10.6073	6.83289	8.98868	6.92957	6.6865	8.81378	10.8611	7.13594	9.45327	13.3304	8.13955	7.90689	10.4094	11.3049	10.9293	5.65352	12.2167	7.04855	10.1033	4.85815	7.65821	7.36632
CANT1	10.5411	9.39874	9.83131	5.53768	8.85487	7.67243	7.75489	8.04985	10.3106	8.64746	9.8392	6.45163	8.25739	7.59246	9.72792	7.49985	8.33092	8.32643	9.7364	9.15987	9.35755	7.49185	9.17991	8.62936	8.72792	9.75489	9.75989	8.24793	9.37286	10.6707	7.90689	9.92481	10.2167	8.97728	9.37504	8.70044	5.87721	9.68124	8.2384	9.00282	9.67419	10.0362	9.80574	9.33762	9.89178	10.1163	9.5812	10.1923	10.1923	8.5157	8.52748	9.79766	9.46352	8.29921
EVPL	6.73568	9.66534	9.89633	9.71081	9.71939	9.40727	8.45533	8.79442	10.0224	9.51964	9.25974	7.47923	6.33869	9.20457	9.55075	9.00562	8.96	8.57743	9.57554	10.3987	10.5699	8.92481	9.59805	9.03067	9.64205	8.60733	11.5167	9.2738	12.0802	9.68825	10.3772	10.3987	8.59619	8.53916	10.1674	9.12153	8.0607	6.82197	10.8765	9.35315	9.98014	12.9476	9.8857	9.72792	9.98014	9.19722	10.7895	9.91438	9.54882	9.53333	9.44087	9.73132	9.82177	9.85175
HEXA	9.98014	10.0634	6.32458	7.29462	6.71368	8.38802	6.71425	8.20945	7.33985	9.36851	10.0901	8.03342	8.65105	5.35105	9.65821	6.70044	8.81698	7.47573	9.01681	8.70044	9.68825	9.44294	9.69	8.8392	6.69304	6.57592	9.20701	9.96145	7.15987	9.62388	8.15482	10.5118	9.89178	9.52552	10.9144	7.33092	8.07682	9.65464	9.38154	9.57932	8.56986	10.7142	9.21675	9.15987	9.44708	9.28309	10.6618	5.77233	9.11374	5.90798	9.03892	8.06609	9.27612	7.6865
CAP1	10.4818	10.9144	9.59805	7.58496	8.33539	11.7524	12.1098	11.2644	10.4512	11.0835	9.77808	12.4944	13.3443	10.9293	11.744	12.6595	11.3106	9.51175	9.02237	8.98299	11.7773	10.2761	8.24317	10.944	9.49785	10.8218	9.35315	12.8823	12.2935	11.8994	11.2644	13.8138	11.4969	9.51767	10.5981	10.5118	10.5118	10.2527	11.6839	10.3663	11.6618	14.0532	10.6073	11.0835	10.4717	12.1799	12.3415	8.71425	12.6618	10.5411	12.3276	10.6883	10.5603	8.52748
KV113	10.5981	10.9218	9.04166	9.66889	5.72638	9.26679	6.64386	9.28077	11.6073	10.5314	8.45533	6.50462	10.5118	9.37938	10.4818	9.35094	7.70044	11.0154	10.944	7.25739	11.6795	8.82655	11.3663	8.08215	6.49407	8.61102	9.7039	8.74819	10.9366	11.0293	10.3219	11.4919	12.1	6.94251	11.1737	5.98193	4.11047	11.4357	10.2288	10.6618	10.9873	11.6348	10.7313	10.2167	11.0835	11.3608	10.8057	11.0634	11.3106	9.75822	9.87958	9.45533	11.2288	9.26444
EF2	8.93664	8.97441	6.91886	8.91588	5.92701	11.6439	12.0701	10.3106	9.75822	11.1737	8.48382	12.0084	13.5746	11.1923	12.1389	11.7977	7.91886	8.89178	8.18488	9.43254	10.6257	6.02123	8.74819	7.18982	7.2384	8.55459	9.44087	12.06	12.4615	8.74147	11.6662	12.3934	11.7099	7.53138	10.8297	10.5314	8.20945	10.6348	12.4147	7.16993	9.79116	14.1033	9.36194	8.19476	11.1737	12.5093	12.6165	9.39232	13.3581	8.2854	12.6143	7.45943	9.24079	9.17742
SPB12	7.57743	7.33985	6.70044	8.02791	6.03344	5.9372	6.1661	6.13891	7.47573	7.93664	5.9028	7.39232	9.21917	6.20068	7.24793	6.85798	7.3837	8.10329	8.5157	7.84549	7.20945	8.65821	7.84549	6.96578	5.63943	8.22882	4.34963	10.4512	8.13955	8.01123	9.99435	6.96578	10.2288	5.3342	8.16491	4.30565	5.87593	8.96578	6.06741	5.04232	5.99604	8.01186	6.57148	6.7634	8.19967	9.54689	10.1799	7.97154	8.56211	5.96055	13.2819	7.79442	9.40939	9.34207
S10A6	12.973	7.12941	8.82337	9.66	7.10671	6.50454	6.45121	6.33752	8.93664	11.584	9.92778	10.8918	14.5204	12.6817	11.7855	6.51096	5.26102	10.8138	11.2527	12.1228	9.86573	6.93074	7.07487	4.65855	6.94251	6.11871	10.6707	10.2046	12.3021	6.99735	9.56415	11.7356	13.1049	4.80263	7.05528	12.0901	5.95968	12.0967	13.2076	5.54963	9.56224	14.4054	10.2527	7.32193	12.0293	14.6718	11.5018	11.42	14.6096	9.76984	11.3106	6.88264	11.0768	11.8337
AL3A1	11.1548	10.944	11.1923	9.73132	5.97672	11.3106	9.89026	8.78136	10.9658	12.5627	9.28309	11.0014	13.5864	10.5603	10.5018	10.9366	8.37069	11.8057	10.9658	12.7875	13.2688	9.19229	8.9542	11.1098	9.40088	9.56033	10.8765	14.6662	14.1752	10.9144	12.1861	13.0835	13.6883	5.91614	12.7164	9.89936	7.48382	11.8455	12.6751	8.08746	11.0224	15.1397	10.2761	7.03342	12.9012	15.1984	14.2877	10.9144	15.3233	7.40939	14.464	9.94983	12.06	11.888
CYTN	12.7228	14.5864	14.6269	13.9837	14.0532	13.5387	15.4672	13.5864	15.0362	14.6211	13.3443	15.1317	14.3853	15.5204	14.5805	13.5981	14.3021	14.0102	14.0189	10.4615	12.0224	15.3339	13.5981	14.6551	12.664	13.9748	12.2467	13.2243	15.5746	13.3163	13.2303	12.0464	13.4512	12.9256	12.1485	14.9613	15.6269	14.5922	14.1437	13.5507	13.1564	12.0258	15.1277	12.2107	9.81538	13.7419	11.9256	11.9181	10.3443	13.2303	14.412	13.5507	12.6119	15.2288
RB11B	8.05528	6.85798	8.13443	6.04899	5.61842	9.15735	8.79116	8.65464	7.45943	7.98868	7.93664	9.21189	9.33539	7.59991	7.27612	8.37938	5.23555	7.97728	7.32193	7.70044	9.62936	5.71504	7.65821	7.70736	5.70837	5.16276	8.3966	8.94837	9.6865	7.75489	6.24045	10.6439	7.88028	7.22882	6.92946	5.63377	8.44294	7.83289	9.76155	5.00438	7.88264	11.5216	8.43045	8.77808	8.53138	8.5812	9.63118	7.21286	7.18079	8.40088	8.64386	9.76321	10.0498	7.10852
PDGFC	5.68203	8.44294	8.55842	6.39637	9.56224	9.03617	8.7211	8.59619	9.07682	7.3836	9.04166	8.70044	7.05528	7.18982	8.95128	4.99431	7.62936	7.48382	8.633	9.12412	7.46761	7.32193	9	8.31741	8.5812	6.87036	9.68299	7.96	7.29115	8.74147	8.9571	8.42206	7.91886	8.71081	9.77314	9.38586	8.60733	7.57743	9.22882	8.00562	8.73471	9.04439	7.64386	8.96867	8.89482	8.15482	7.87652	8.29462	8.21432	9.29921	7.66534	9.25267	9.12928	8.62936
K1C16	9.7211	8.0607	11.6439	8.76155	7.57743	7.25739	7.35755	6.21202	11.1674	8.88874	11.0901	8.04985	7.17991	5.46911	7.86419	6.47764	8.98584	10.2644	9.95855	9.38802	7.86419	9.26679	9.34873	9.46557	7.2384	6.35633	10.0498	8.40088	13.2408	8.33539	10.2408	7.87652	12.8178	9.40088	9.44708	8.98014	8.66178	12.5314	8.76155	7.88264	9.03342	11.2467	8.84862	10.2527	7.03653	11.3049	10.9944	10.0498	9.51767	6.41272	7.05622	6.04073	10.0362	10.1163
ANXA2	12.2015	9.65464	11.5314	12.3636	8.34873	11.6027	12.2046	10.4919	11.6573	13.3304	12.4278	13.5864	15.1869	12.3106	14.1437	12.7977	11.1548	12.4067	11.973	13.0172	12.8118	9.81698	10.6707	11.6119	9.70217	10.6528	14.1908	13.412	14.9522	12.3718	13.9106	14.0532	14.8582	8.67243	13.3987	12.0634	9.38154	13.7099	14.6828	9.44087	12.1737	16.456	10.9873	9.93074	14.392	14.906	14.6551	11.9873	15.2213	10.7228	14.8138	10.5603	11.9837	13.1752
K1C14	12.3387	10.6257	11.6707	11.8533	11.388	11.3934	10.3106	10.9069	12.0049	10.8057	12.6595	12.2046	9.98014	9.84392	11.3826	8.99152	10.4818	14.1277	11.4919	12.7121	10.9144	11.6707	11.0362	11.0293	10.2527	10.8994	12.744	12.605	15.2099	11.9069	12.7669	12.4094	13.9012	9.26913	11.5265	11.3608	9.89026	13.4767	13.9567	11.1357	10.7056	14.9153	11.0498	11.2348	12.5887	13.6883	14.183	12.7099	11.4919	9.41996	11.6348	8.3966	11.9873	11.5507
A2GL	10.7566	10.7482	11.3987	11.2348	11.4969	11.2819	12.0802	11.5651	11.3387	11.2288	10.3663	11.9476	13.3987	11.5507	11.7936	13.0049	11.3049	11.3049	11.4305	12.0566	12.1799	10.7228	11.1293	10.7977	10.2877	11.5555	12.3106	11.6073	11.4666	11.6662	11.3219	12.6119	12.4435	10.697	11.8416	11.8098	11.0224	11.2467	12.1861	11.3663	11.9256	12.3021	12.4067	10.9801	11.6926	12.1548	11.7142	12.2288	12.5043	11.5555	11.7649	12.2877	11.8572	11.865
PPIB	10.9069	10.4305	9.57932	9.17742	10.4305	9.44915	9.83289	10.1163	9.72792	8.8009	9.51964	10.9873	10.6883	11.0014	9.33762	7.97728	10.5314	9.51964	9.17991	8.76818	9.92333	9.3837	9.77808	10.3554	9.93369	10.0224	10.4919	9.71425	10.944	10.2644	10.1674	10.0634	9.85643	9.39446	9.76818	10.3663	12.9348	10.0634	11.6839	10.2046	10.8994	11.1163	9.8392	9.44294	10.4305	7.10315	10.944	9.81378	10.9944	11.1984	9.72281	11.1033	9.99435	9.67419
HV310	5.75608	8.46352	7.14975	8.07146	6.65887	6.58646	7.03669	6.69976	8.26209	6.95899	6.75881	4.94235	8.77149	7.9542	10.1293	4.09443	5.13974	7.89482	7.90087	6.76858	8.29921	4.37556	6.10395	6.61688	7.3837	9.02514	6.77006	8.03342	8.73471	7.53916	5.91525	10.2046	8.33092	5.85743	8.60733	5.29261	5.20874	10.1293	5.92508	4.99042	9.18735	8.59619	9.82814	4.76598	8.60733	8.66534	8.77149	9.93664	9.39874	6.22682	7.6865	8.56224	8.66534	7.75489
IGHD	8.61102	8.87037	9.43254	8.66178	9.83289	5.15742	5.11154	4.13345	8.29462	8.29002	8.98014	7.94251	8.92481	10.0634	8.27146	7.46452	8.81057	8.27612	9.0634	9.35535	8.08215	8.224	9.70563	6.15017	9.75656	9.224	9.9571	6.87049	9.02791	7.49358	8.62571	8.00918	10.1799	8.37504	7.70736	9.94105	7.1383	9.17991	9.56986	8.3443	8.83605	9.30378	9.94837	10.1799	9.05257	9.82496	7.82655	10.9658	10.3554	9.65285	7.09549	9.33092	9.88722	9.7039
LF1	10.5793	9.76487	8.23362	8.58871	9.29921	10.4512	10.5118	9.98014	10.7142	9.74651	10.7649	10.4305	9.67243	9.74147	8.20457	8.68299	10.944	10.2992	9.45738	7.89482	7.76155	10.9218	9.7211	10.7731	9.37069	10.973	7.9542	10.2288	8.91886	8.77149	6.91404	8.11894	8.13443	10.1799	10.0634	8.80735	9.93958	8.35315	7.41785	10.3987	8.29462	8.55075	9.80735	10.6618	8.51175	7.90837	10.3987	8.35755	8.12928	8.62936	11.6883	10.7142	9.77149	9.17991
LV605	9.64926	10.6439	9.46761	10.7142	9.37286	8.81378	10.0901	9.92778	10.9801	10.3443	10.5118	10.6165	9.35535	9.71425	11.0901	8.70044	8.70736	10.9944	10.3106	9.29692	10.7814	8.82655	9.70908	9.14466	9.01402	10.5507	9.02791	11.0498	9.82018	6.51521	6.77785	9.08746	10.2644	9.56415	11.4512	8.40939	6.4728	10.2167	7.82018	9.33985	10.3443	9.54882	10.2761	8.46352	10.5118	9.98014	10.3332	10.0224	9.66534	8.88264	8.94251	9.25974	9.88417	9.45121
TRFL	20.6453	21.0156	21.2361	20.9601	21.4576	20.9882	20.7876	21.002	21.265	21.4425	21.391	21.0691	21.1519	21.2821	21.2477	20.2302	21.3376	20.8113	21.2066	21.4825	20.9316	21.2185	21.2821	21.0886	21.4923	21.0756	21.6929	20.8191	20.8423	21.2361	21.8876	21.0088	21.1765	21.1765	21.3376	21.4676	21.1519	21.0951	21.4221	21.2066	21.3592	21.0156	21.5731	21.4726	21.1886	21.3156	21.2933	21.5777	21.002	21.417	21.2302	21.265	21.4221	21.4118
PEDF	7.86043	9.36194	6.00643	8.91588	9.68475	10.2992	11.8376	9.20212	9.63662	10.3554	11.1163	10.5981	12.5911	9.84706	9.33092	13.0818	11.3049	9.85798	9.71081	10.5314	11.0701	9.88417	7.96578	10.5887	9.10329	9.67243	9.94105	9.76653	10.8138	10.6257	11.388	11.6257	10.7482	8.88264	11.3106	11.1923	11.2819	10.0634	10.4409	9.38154	9.92926	11.7814	11.5793	11.8842	9.40727	8.2384	10.2877	7.60075	12.4512	11.1737	12.4538	11.4615	12.0802	9.25267
RCN1	11.8455	9.56605	11.7977	9.78136	11.6484	9.96434	10.6707	9.90989	10.2644	10.1033	9.45327	9.93958	9.56033	11.0224	9.61471	6.0348	9.29002	8.55842	10.6348	10.5118	9.80574	9.40301	9.64024	9.92481	11.1485	10.6795	11.4969	9.61471	10.7056	10.4717	10.8842	9.34873	10.2046	10.0362	9.40939	11.7142	10.1799	10.9944	12.2615	10.1033	11.2167	11.3387	10.4409	10.9873	9.31061	11.6211	9.40088	11.3387	10.5793	12.1066	8.52748	11.2107	10.5793	11.5651
ALDOA	12.1706	10.1799	9.54882	10.6795	9.74147	10.944	11.3332	9.55459	8.50779	12.3332	10.7482	12.3106	13.863	10.9366	13.2482	12.6165	8.61102	10.4919	10.5507	12.0464	11.9366	8.69	9.02514	9.9263	9.633	8.65821	10.4409	12.4564	12.2167	11.3049	12.8937	13.9476	12.8746	9.01959	10.5699	11.3276	9.37504	12.4742	12.5265	8.07146	11.5411	15.1115	10.2761	9.75822	12.7814	13.7419	12.6795	10.4919	13.863	8.82337	12.6004	9.27612	10.1674	10.1548
KV203	7.45462	9.48784	4.87102	9.52748	5.97679	7.58496	6.98834	5.99063	9.68825	9.74315	7.57743	6.3714	8.90388	5.11251	9.73132	7.48382	7.15987	9.86573	9	7.43463	9.62753	7.62205	7.72792	7.7879	7.32738	5.65695	6.24341	7.70044	9.59059	10.0084	9.53333	9.31061	11.4818	5.78412	9.73471	4.25317	6.64812	7.63985	6.77512	7.33092	7.44959	10.0084	9.38802	7.50779	9.38802	10.3443	10.1293	9.3837	9.99435	4.86145	9.68825	7.61471	10.2408	7.79442
ZA2G	18.5432	18.4375	18.6628	18.3538	18.606	18.2419	18.4815	18.209	18.5657	18.7731	18.6558	18.3836	18.3624	18.8207	18.6662	16.786	17.977	18.6311	18.5915	18.7892	18.1946	18.3752	18.7005	18.4211	18.5356	18.5432	18.7039	18.0479	18.4893	18.2741	18.2787	18.0319	18.2922	18.6453	18.2922	18.8113	18.3878	18.786	18.6024	18.3709	18.6937	18.5127	18.8545	18.8757	18.8018	18.9742	18.562	19.2832	18.5582	18.8846	18.5204	18.6869	19.1104	18.9459
ATPB	10.4305	10.9144	10.4919	10.6618	9.54882	10.8688	11.1548	9.62205	10.6528	11.0967	12.2348	12.0634	11.4512	10.2644	12.5555	8.2384	10.0768	11.3826	10.0901	10.1548	10.9801	10.7228	10.2877	9.89785	10.7142	9.82337	11.4041	11.7524	12.5675	11.7056	11.2527	11.7482	11.8918	9.23122	12.2674	10.5018	6.96578	10.8994	12.0967	10.0084	10.2992	13.7524	10.7142	10.4305	12.6528	11.4868	12.8708	11.5603	11.973	10.2644	12.9513	11.9144	11.5507	8.27612
QSOX1	11.9694	11.4969	10.8218	9.88111	11.3332	12.7649	11.944	12.043	11.4615	11.446	12.5018	12.4843	11.8494	10.9144	11.3826	10.9293	11.4041	10.6795	10.6883	11.2467	12.1357	11.2288	11.4252	11.5459	11.7142	12.2906	12.1325	11.769	11.1293	11.6795	11.5603	12.3276	11.7649	11.4409	12.3772	11.9403	11.8098	11.2527	12.4793	12.0224	11.3554	11.3049	11.7731	12.6027	11.1357	12.1131	12.8591	11.0967	11.446	11.5459	11.8611	12.1768	12.9403	11.5934
PKP1	7.80735	6.42199	6.93074	6.48144	7.65555	6.58646	9.61102	8.21917	4.64727	6.83019	6.52199	7.43315	8.47978	7.26945	8.03892	6.79442	8.43879	10.7649	5.08009	6.10826	8.00441	6.12515	6.8736	6.79442	8.15987	8.56986	6.89482	8.01123	9.72792	6.31533	5.71282	8.15987	11.0835	6.84564	8.85175	7.91886	7.33985	8.47573	7.93074	6.78136	7.08552	9.44294	6.07334	6.59842	8.82655	7.72106	8.57365	7.45121	9.74315	8.40939	9.45943	7.90087	6.98868	6.74147
PRS6B	6.73831	11.769	11.2644	11.0014	9.91886	12.1066	11.9801	12.0189	10.7566	11.5167	11.9586	12.1325	10.9144	11.8017	10.9801	10.1421	12.1389	12.4226	12.4226	10.8533	11.1861	12.1228	12.3608	12.2015	10.6257	11.2992	9.58871	11.7607	10.9144	11.5216	8.65821	9.99435	9.71939	11.9403	10.6883	10.6073	12.1643	11.4041	10.7566	12.0901	9.9542	11.6165	11.2467	11.5746	10.2288	8.13443	11.3772	4.59824	9.92926	10.0768	11.8918	11.5216	10.8057	11.0768
HV103	9.43671	10.4818	12.1033	12.06	12.2318	9.50383	11.0701	5.61099	11.7855	12.7207	10.8688	11.6393	12.7271	12.8138	12.5118	7.81378	12.2348	12.5289	12.1768	11.1799	11.2408	12.2527	11.8297	11.0154	12.183	11.6573	13.0276	9.12412	12.4919	10.7482	12.2046	12.1674	13.26	11.0498	11.2046	11.6439	10.6883	12.4305	12.1643	11.7895	11.6165	13.3581	13.0189	10.5793	11.7313	13.0345	11.9979	13.0413	12.5093	12.6348	11.5981	12.9658	12.2992	12.7997
PGBM	16.392	16.7602	17.2042	15.0232	17.3667	17.185	15.5296	17.1053	17.2232	15.0826	17.4087	16.0868	16.0764	16.3356	15.7393	13.863	16.2567	15.0189	15.4799	16.624	16.2567	16.8727	16.0319	16.624	16.7073	16.6523	17.1556	16.6039	15.5204	16.624	16.9882	16.6096	16.3304	16.6096	16.3752	16.9545	16.6382	16.3718	17.0102	16.4956	16.7602	16.1437	17.2137	17.2232	16.4688	16.9882	20.9672	16.8238	15.8918	16.3581	15.4219	16.5731	16.6937	17.0638
MUC1	9.45327	7.16993	8.24317	7.44294	5.33155	7.46761	7.75489	6.78136	5.44966	9.56605	8.90989	8.29002	9.80896	7.31288	10.6883	8.33539	4.86153	7.78136	6.66928	10.5314	9.13955	7.92481	6.18665	5.58	5.78457	8.07855	7.34873	7.92481	10.1799	7.60733	9.54689	12.5507	10.42	7.53916	10.6439	5.50622	7.40033	9.41996	7.94251	6.07857	7.32193	11.7271	7.19967	8.14466	9.6865	7.74147	11.0967	9.36413	11.0293	6.62557	9.82496	5.98032	7.59246	4.57614
K2C6C	8.99152	5.91014	9.09276	9.05799	9.37504	5.99946	5.28709	5.44303	7.02365	8.63662	7.96	4.07682	8.70044	8.50383	9.6987	5.98006	7.58496	8.87958	8.99152	9.98014	8.47573	8.13443	8.25267	6.10789	9.18735	7.67243	8.55459	6.37605	8.66889	8.80413	9.99435	8.42626	10.1923	7.24793	8.50779	8.3443	5.75824	9.3966	8.02791	8.01123	8.04985	8.67243	8.43463	8.90388	9.06609	10.4919	8.75489	10.2288	8.85798	8.47978	7.67948	5.95233	8.61839	8.75154
G6PI	10.4305	8.98868	8.25267	6.63845	8.90388	11.3498	10.7142	10.1923	10.1799	12.1293	11.2348	12.5018	12.8823	10.4717	12.4041	12.6416	9.62388	10.4512	10.2046	9.6865	11.5981	8.14975	8.27612	8.57365	9.95274	10.1421	9.6987	12.6143	11.9766	11.8258	11.5651	13.8727	11.8956	9.30606	11.697	9.12928	9.77643	11.2467	11.42	9.12928	11.4305	13.3853	10.7977	9.14975	11.2703	11.6393	13.169	9.75822	12.3078	8.42626	12.4767	8.57365	10.0084	8.09803
PPIA	11.7649	8.88874	11.1098	11.5934	10.0084	12.0566	12.8823	11.2107	9.86882	12.8376	11.1163	12.6143	13.8533	12.5362	13.6439	12.0802	11.1357	11.7607	11.6707	12.464	12.0532	9.56033	10.8765	11.0293	7.66534	8.46352	10.5507	12.8591	13.1485	11.6348	12.6439	13.6991	13.3718	9.6865	12.3772	11.9586	10.1033	13.26	12.9256	8.84235	11.6119	15.3853	9.94691	9.23601	13.3163	14.6325	13.2348	10.9218	14.6096	10.6618	13.7207	8.89178	11.043	12.1357
HS90B	7.69349	8.78463	6.70044	5.75941	7.17991	9.224	10.8611	9.22159	7.04439	8.55842	7.30378	11.0901	12.4486	10.4919	10.7731	10.697	5.8307	6.07071	7	6.36731	8.26679	5.04116	5.79537	6.01032	7.32156	7.44506	7.95476	9.57932	10.2046	9.19229	10.0768	11.0967	9.36413	7.05907	7.53916	10.2167	7.87652	7.78136	11.6211	5.43191	8.69349	13.0102	6.98868	5.34037	9.65105	11.0224	11.0835	6.07322	12.1799	6.63807	10.7566	6.90689	7.97154	8.64746
DDAH2	12.9366	11.4868	12.7524	12.2761	13.0718	11.9873	11.6027	12.4435	11.8688	12.2408	11.973	11.7814	12.412	13.2718	12.2703	11.0084	11.8376	12.2348	12.1799	13.2805	12.3663	12.8078	12.3021	11.7013	12.8435	11.9256	13.2091	11.388	11.8611	11.7773	12.9144	12.2732	12.7419	12.8611	12.0362	13.2482	12.0258	13.464	13.3304	11.9181	12.1098	12.4512	13.4767	12.8727	12.5241	12.7099	12.2076	13.8337	12.865	12.2198	12.0396	12.9106	12.1228	13.2659
HSPB1	13.4893	9.57365	11.0835	10.8218	7.54689	11.8688	11.5216	9.50779	9.53916	13.863	10.9513	11.6348	14.0701	12.3826	13.4252	11.9873	11.3387	12.6948	12.5699	13.5018	12.605	9.76487	11.1485	12.0498	7.04439	9	11.4818	13.1892	13.8037	11.9873	12.6795	13.4252	13.7313	8.66178	13.1357	12.3961	9.9629	12.0396	13.2061	9.13443	10.4305	16.1772	10.0084	9.98014	14.3443	15.1357	13.9012	11.3826	14.6883	9.76155	13.8435	9.80413	11.3387	11.8218
FBX50	11.5555	7.2854	8.12412	9.7039	6.54917	9.10066	9.17493	8.86109	6.13001	10.2408	9.44708	8.83605	9.50978	8.09276	10.1674	8.20945	9.87805	10.5118	5.41588	10.9586	11.2228	5.58031	8.04985	10.0768	4.52463	8.30378	9.2384	11.6211	11.043	11.0224	11.2992	10.2408	11.8533	7.34873	10.8297	9.49985	8.88264	10.1674	10.0768	5.57383	7.90087	13.3163	7.50311	8.36632	11.4409	12.1357	11.5314	6.40892	11.3387	6.41756	11.388	6.12516	8.45943	7.50779
DPP3	9.45738	8.78136	9.2738	10.1674	8.7879	9.99435	10.2761	9.07682	10.8842	9.90388	10.4615	8.9629	11.3332	9.48784	11.4767	10.9144	9.34651	8.71081	9.59619	8.22882	10.5699	9.32643	7.24793	8.9542	6.36322	8.42626	9.21917	10.697	10.8297	9.29921	10.6348	10.2167	9.27612	9.04166	10.3332	8.37504	7.85798	10.1033	9.72281	9.13443	10.6257	12.5507	10.0498	10.0084	10.3106	10.8297	10.3332	9.81218	10.7895	8.96	10.9801	8.70736	10.0901	8.84235
CALM	10.8765	8.99152	11.1923	9.74987	5.36953	10.9366	11.5603	9.94691	10.1674	11.6165	9.75656	11.4717	13.8435	11.4252	12.3799	11.6528	8.82337	10.0498	10.5981	11.4305	10.7895	9.31515	9.34207	10.3987	9.58496	9.16491	11.2877	12.3799	12.5483	10.9801	11.6439	13.4252	12.5746	9.84235	10.0084	10.6618	9.40301	11.4252	12.7078	5.39715	11.7855	14.8287	10.8455	8.69	11.8297	14.0532	11.3387	10.8533	13.6883	10.8138	9.45738	9.68475	10.3987	11.6119
LV405	11.1737	7.10852	5.01521	11.4919	6.55534	6.76818	6.94251	6.59991	7.39232	9.22641	6.08534	6.64386	9.15735	6.38641	7.33092	7.33985	5.32491	9.25503	7.52085	9.72792	7.16993	6.70044	6.58901	4.82549	8.87037	6.6865	9.82018	7.47573	10.2992	6.16591	6.05467	10.4919	12.06	5.86177	7.9542	5.6497	7.54285	9.03892	6.17991	7.85175	9.69697	9.83131	9.62753	6.34696	11.4094	10.3106	8.92184	6.73637	11.0293	8.89785	7.33985	6.4545	9.54882	7.03342
GELS	15.2061	15.2696	15.2023	15.4893	14.726	15.734	15.5922	15.1984	15.2512	16.1733	15.8989	15.7498	16.5111	15.1074	16.2042	16.1615	15.1984	15.6068	15.412	15.7936	15.7287	14.8775	15.7046	15.6183	15.1357	14.7366	15.2622	15.3853	15.508	15.6662	15.7783	16.4576	16.2363	15.3198	16.2042	14.8918	15.2841	15.786	15.6551	15.1317	15.7936	16.8606	15.6991	15.5142	15.7961	16.5219	15.9036	15.5173	16.3495	15.1357	16.1752	15.1946	15.3786	15.1596
